customer_id,total_orders,avg_order_value,days_since_last_purchase,cart_abandon_count,return_rate,discount_usage_rate,tenure_days,product_category,acquisition_channel,churn
11df2d78-7e9e-4809-babb-c3f9fe4a1a93,7,24.849458672949336,7.02392010459939,1,0.18115371467149732,0.65114619701698,1610,Home & Garden,Social Media,0
3f7a0dd8-da07-425b-b504-3d5f37008b2d,8,21.191171570832093,147.52327714653438,1,0.40233205273375905,0.40599626705419906,1692,Home & Garden,Social Media,0
091cda7f-e38d-4fbd-9adb-3e5a8f703349,7,47.54779906867341,19.405958015447318,0,0.12303549796154305,0.403773376517743,634,Electronics,Paid Search,0
d8ab3e50-641f-47a6-abc7-772fde9298cb,8,43.80053900458134,51.42463999728949,6,0.12635511524428428,0.28063491228158727,911,Beauty,Social Media,0
f66ec223-f580-4281-af16-85bf526d6528,8,21.878061646403417,7.476235965657096,0,0.022809053727529567,0.3356161311290145,1793,Home & Garden,Social Media,0
1b22e9be-9950-4c80-baf4-d4e447068942,7,43.497270881467294,18.841000624735663,2,0.2971886292156575,0.46418499107417044,325,Sports,Email,0
8e5076b3-4609-4e70-93b6-0a004e4f3d17,12,10.0,31.046351062245204,2,0.4240684480668922,0.2441964540188144,544,Beauty,Social Media,0
58efc44f-62c8-4018-a746-0815fc7d85f9,5,64.60022710417735,40.05448287213868,2,0.08566243990299761,0.48304436027967995,782,Beauty,Email,0
dc69c853-59dc-49a8-823e-4aed5e11ff3a,9,67.79992168661356,0.004049995478585353,1,0.04851898808612939,0.20443404229340983,185,Sports,Email,0
e3ca788f-f3f2-486d-956e-d9586a969ed0,7,22.08492073724522,131.70771820675287,2,0.18030707154929243,0.4359904841657243,497,Home & Garden,Paid Search,1
dfe3dc2f-254b-4b83-9666-5206804335d8,7,18.835558768888852,0.4622647482904658,1,0.09823334532290214,0.1483646102799066,994,Electronics,Email,0
99f9511f-cecd-4def-9566-b012aaede502,13,31.626051385221363,89.1495308331218,2,0.304894775690087,0.2912304949819158,417,Home & Garden,Referral,1
60d4d0c3-8503-415c-b27f-8d72432e5665,3,15.989665301765866,38.158269412891755,2,0.13270841927913013,0.34938895493030264,1252,Home & Garden,Organic,0
57113b10-f7c0-4bdf-8521-6aa661198c34,9,18.106591196543842,44.525124478985425,3,0.30080454362670783,0.37104070954254764,635,Books,Email,0
351c16db-3928-43a2-95c4-d8ab66e56fe7,13,42.36329144927978,14.011748672409606,1,0.05766353403769156,0.33738501300599094,164,Sports,Referral,0
52d2ff64-6d4d-4126-a42f-9aa20eceffff,6,63.259731708232096,56.09300309196717,2,0.34367738249327645,0.47254626823409646,1395,Fashion,Referral,0
47dc4f27-c500-4c08-a02a-98ec31b00ea9,8,42.70419906938727,46.231754046922966,1,0.2995498401558855,0.1409171956047236,1035,Fashion,Social Media,0
4ecc8ec3-fecc-480c-880f-2f401dd51fe7,9,333.30670595024617,10.764569335603742,2,0.4596590639188892,0.3885107291130438,1505,Fashion,Referral,0
5fbc18f5-744c-43b8-aa87-e1bf3ea4cf90,7,89.91546789694203,16.317894314453238,3,0.33669122662100154,0.5839352565368161,657,Home & Garden,Social Media,0
93b02128-f626-40ce-9b2f-5e91efc6aee5,12,59.63844664078831,4.154807516979383,3,0.4022876817632828,0.15940254484134975,36,Fashion,Referral,1
4e1173e7-9d22-44f6-b087-0c5d731c7548,7,57.93668074615036,4.114949833584085,0,0.1412797400194412,0.2189138506577549,86,Books,Paid Search,0
98d31600-c596-4c60-964d-c629a5e62704,9,35.49554191240854,0.8322931569749027,5,0.40613781551685396,0.0698055024054063,1451,Home & Garden,Paid Search,0
fdb10c19-a38b-478c-a29e-9d01f50550a8,10,49.58670494949868,14.944179231949743,4,0.21201392761651985,0.4755925674774676,750,Electronics,Paid Search,0
d56a1f7c-e5a1-42e8-8fe4-f86779e4906b,12,38.78665739080185,68.30257072764661,0,0.06841668064297045,0.5200979572373994,1781,Electronics,Paid Search,0
69efc446-b075-40ba-bb98-02ba4791ebbf,6,76.75901480783183,22.806738353662546,2,0.3175643152800085,0.2657474319787496,1515,Home & Garden,Paid Search,0
33d64733-8af7-43d3-8c06-b2d08c0a8569,10,26.487911245885314,25.180012944141822,3,0.07414612562771158,0.31957000511478234,30,Beauty,Referral,0
b4bf1a79-f782-421c-a306-e8dd7da700b1,9,25.37937190874212,8.487274578951311,1,0.2327855794218584,0.412620421374156,1587,Sports,Email,0
7843bacf-cbd8-4e2d-b580-91d4c844d463,10,84.98328518110684,51.40645062278895,5,0.43956787604570735,0.17324723404711206,389,Sports,Email,1
617fa59b-768f-4f3e-91c8-feccdf28bf95,9,22.91994284859624,25.126120302647205,3,0.08115872149614325,0.3021746204512529,887,Electronics,Email,0
a1e4f28a-5770-4d8e-a966-8e2a6af72d78,13,15.549944074906774,67.67940179409308,1,0.0715770073203896,0.2476123214815752,924,Fashion,Paid Search,0
8f17f7c5-7879-4be3-920c-785b0d03f233,16,18.20136195329799,81.16216822071985,1,0.21786350776144564,0.14389097750724816,109,Books,Paid Search,0
4f332db5-9d26-421e-bbbc-4bf51ff97f35,10,60.27356556684033,52.72421836908545,2,0.06295187970662064,0.46888763215513135,230,Home & Garden,Referral,0
82f4d537-740d-4b2c-8ed8-2a274bb35a9f,6,280.76238280125847,19.383596191773595,4,0.15520811804553802,0.5582525641502406,772,Books,Email,0
003a86c2-33c5-433d-83d0-a735f61f2dae,8,16.27853234514197,42.630761441291924,2,0.05655589605382384,0.3743780769946544,1173,Books,Social Media,0
0d381330-51c7-4d73-85d1-1ad4c62048e8,10,55.485343961747795,17.41558789061751,1,0.0225585924983385,0.3164654506897493,483,Beauty,Paid Search,0
d071cea1-e4eb-4afb-9e18-eb794c4de629,7,37.45053307508301,139.92876596300255,2,0.1532435734960184,0.5021661239891766,961,Books,Organic,0
0762c35c-4736-4353-ac61-d8f02e930803,10,81.65893106097192,87.2450417117794,3,0.1506405863539464,0.267191243645344,692,Home & Garden,Organic,0
011c972f-e18f-4294-b86e-688b6a2c1152,6,55.09745150072991,40.75535546309816,1,0.15535591744171687,0.17263983654955734,1150,Fashion,Organic,0
78787a29-bc34-401b-87c0-722e7acd6092,3,85.81135135610712,201.93326994898018,2,0.1980380984668185,0.5815066475220851,775,Beauty,Referral,1
169e0d82-e06e-4a12-9634-323f26ecb9a0,9,41.833964513301915,47.47940678846414,5,0.13046278268415742,0.3481233957609269,1554,Home & Garden,Social Media,0
b568233a-0ee4-4497-bf16-190e92887d7d,9,16.98245599459344,23.897645808902624,0,0.19255653527848063,0.5207715664609351,1795,Beauty,Paid Search,0
ea2c7570-742b-4bcb-9862-5a3c9d85fc4f,7,19.220706960787997,6.020209386458887,2,0.2823436509385036,0.5770628767014302,1666,Electronics,Referral,0
37ca0f4d-9e39-4f94-8eb4-74b85223542e,10,39.2355991809375,47.082289710993535,0,0.08228436512205364,0.2030583240627309,308,Fashion,Email,0
06155a70-a06a-46bd-bce9-1cf8a08a5bcc,4,48.11847472126833,118.1455853921965,0,0.1387465576862901,0.2805438214990919,834,Electronics,Email,0
4fb4c3e4-2071-4714-9aa0-9f00efc67e4d,6,24.352416000110463,120.91761347792658,0,0.21536618222118284,0.6923357414488717,837,Books,Paid Search,0
ddd3d076-d9c3-4d37-b523-ad74e0f4746a,14,166.0099391009041,55.666444834372896,2,0.0829212484878725,0.14743004617392394,1534,Fashion,Paid Search,0
e81de7cf-3cf9-400b-80af-71f811da3a09,13,70.31446547088294,29.99693572666313,1,0.16898656385845492,0.24072992644621674,652,Books,Organic,0
3c5e183e-52b2-4ee9-898c-955e2fff14d5,11,10.0,63.040144656421504,3,0.07649783562277594,0.060794520653546555,1003,Electronics,Social Media,0
7f4ef872-54f2-4764-91d1-eb57461449e0,8,30.01442691501362,86.16447025829088,2,0.29320470610165233,0.37383625402062187,1112,Beauty,Organic,0
22aaf7cb-57ee-4ab4-b3c9-daecd46cff01,7,14.530153292949276,31.823424769076553,2,0.08077590364960321,0.5615785961091935,204,Home & Garden,Social Media,0
fffb2cee-9b90-4799-a2d1-5c6fab6d93ff,6,152.17422672800822,38.80492608554198,2,0.1307879554782128,0.43424033820272234,1018,Beauty,Referral,0
40a20d69-7f34-4dc8-a800-939d50691bfc,10,10.0,68.48172604747505,5,0.09465969312727497,0.16773338700276771,451,Beauty,Referral,0
ac57305b-e674-45eb-a962-3e1dbc99c903,7,46.2931282228351,125.56503383626065,4,0.23469874005882058,0.4069536798562441,377,Fashion,Social Media,1
f996d8a9-0db4-4852-a11e-00776d80a790,5,36.54920803978405,93.92824106600213,4,0.15202361652038868,0.4060074373708013,457,Books,Referral,1
b82dec38-9acc-4561-9518-8d5108a8a5c5,9,63.50544777504486,1.3587517300286835,1,0.05973779102965306,0.33366671633801953,182,Sports,Social Media,0
71754b8f-3599-4b1a-8c1c-384b164ac697,10,42.87156756554795,7.968859703250079,0,0.4086060997402532,0.24979444907396559,128,Books,Referral,1
07b00101-0bb4-4674-80f1-ca2bd485d8f5,11,173.3754978660767,114.94889111499816,2,0.27276466273183114,0.30586895728742336,1180,Electronics,Email,0
a795148f-36e9-4f3f-9d64-202f3a7d7102,9,69.0164149053123,107.68204553116568,7,0.18537111112817564,0.43848499656635437,1717,Electronics,Paid Search,0
25288320-77f3-45c3-af6a-fb90d9306373,14,10.0,29.540528356501895,1,0.06424807647690278,0.5184716564967474,1255,Beauty,Referral,0
12b534ed-9ecc-4759-aa88-18f0e231acaf,7,101.83694230916697,52.66429947468215,1,0.14372164685674438,0.5794180794211321,569,Beauty,Referral,0
54069b64-cfb1-48a1-a436-f99592fd640e,16,38.959500758467826,141.76876391537894,2,0.2512113188639704,0.12558153429056584,612,Home & Garden,Email,1
b45b66fe-2fa9-4342-b2ad-057306b668a9,9,101.97530845649774,145.5249605470986,1,0.1824510742532353,0.41725291517724433,988,Fashion,Organic,0
0104cb33-e5cc-4015-9d3d-2f521e028c00,11,25.69603069205013,91.6971526589657,1,0.03429844348492246,0.8732884008100233,1581,Sports,Email,0
7576cc5b-d03d-4806-9aa1-8a2d5595b1aa,6,14.155967331626815,14.112128259367395,0,0.33795053197243025,0.4792550191625909,370,Electronics,Referral,0
faf9964e-b8b1-4cdc-b8d0-9a20afd40181,13,12.16908082123318,78.62287821426146,1,0.3138728074176505,0.28818947512624,855,Fashion,Email,0
41586c47-e27c-44d3-b17b-0441faca2762,10,77.41006683569823,6.394904486171029,0,0.11818700152966087,0.487603171992696,911,Sports,Email,0
9f1e5f5f-e0ff-4a74-b28a-88829651c035,5,62.66121518985955,134.62414692918043,2,0.27734908200285635,0.23968847972180282,1699,Home & Garden,Email,0
28afe101-cdd8-4518-89b2-1728ec3b9c8e,8,20.623721655198334,9.691081381042489,6,0.06418642133203238,0.5836614414103074,978,Fashion,Social Media,0
9e0bb3a5-3cbb-4a33-9e63-4f50d7b9239b,5,10.0,65.14448372759975,1,0.17690996305651066,0.328494704725889,1425,Books,Email,0
a3c8d89a-bb35-4965-9986-044def2ba7c9,8,79.81726604378392,56.533950877466566,7,0.18442211861255714,0.30946335175109607,161,Beauty,Email,1
fc0eb571-2ac5-4ff6-a341-b3e0fd9a9c79,8,10.0,90.00801810573829,1,0.05421699761077838,0.41334330065183694,597,Beauty,Referral,0
